Number,Name,Address,Latitude,Longitude
20047,20047 - COURS DE VINCENNES BD DAVOUT,107 COURS DE VINCENNES - 75020 PARIS,48.8473310531154,2.4103900081973
15026,15026 - BIR HAKEIM,FACE 6 BOULEVARD DE GRENELLE - 75015 PARIS,48.853844054333514,2.289705348222022
2022,02022 - BONNE NOUVELLE SAINT FIACRE,20 RUE SAINT FIACRE - 75002 PARIS,48.87078277953678,2.345905811394424
20006,20006 - PYRÉNÉES - PLAINE,33 RUE DES PYRENEES - 75020 PARIS,48.850285280635795,2.406296107816583
16044,16044 - STADE FRANCAIS,24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS,48.838713363162405,2.252191060537607
17033,17033 - CARNOT,8 AVENUE CARNOT - 75017 PARIS,48.87553842110213,2.293732100169925
20035,20035 - PYRENEES,262 RUE DES PYRENEES - 75020 PARIS,48.86941289116132,2.395039981220676
18040,18040 - CHAPELLE MARX DORMOY,29 BOULEVARD DE LA CHAPELLE - 75018 PARIS,48.88457006316311,2.360215572664323
18026,18026 - RUISSEAU ORDENER,37 RUE DU RUISSEAU - 75018 PARIS,48.892895283967825,2.340119632436559
19009,19009 - CITE DES SCIENCES,28BIS AVENUE CORENTIN CARIOU - 75019 PARIS,48.89654905978759,2.384649644021933
